-2.24609375E+01,-2.63671875E+01,-3.564453125E+01,-1.46484375E+00
-3.125E+01,-3.662109375E+01,-2.83203125E+01,-1.611328125E+01
-2.44140625E+01,-2.978515625E+01,-3.125E+01,-1.953125E+01
-2.34375E+01,-1.953125E+01,-4.00390625E+01,-3.173828125E+01
-2.5390625E+01,-2.63671875E+01,-4.052734375E+01,-5.46875E+01
-2.294921875E+01,-3.271484375E+01,-5.029296875E+01,-5.2734375E+01
-2.1484375E+01,-3.3203125E+01,-4.8828125E+01,-3.61328125E+01
-2.099609375E+01,-3.7109375E+01,-2.5390625E+01,-3.125E+01
-1.611328125E+01,-3.22265625E+01,-2.685546875E+01,-3.955078125E+01
-1.5625E+01,-3.02734375E+01,-3.3203125E+01,-4.248046875E+01
-1.611328125E+01,-2.83203125E+01,-3.125E+01,-3.955078125E+01
-2.099609375E+01,-2.392578125E+01,-3.3203125E+01,-3.22265625E+01
-3.564453125E+01,-2.24609375E+01,-2.783203125E+01,-2.83203125E+01
-2.83203125E+01,-2.197265625E+01,-3.02734375E+01,-2.490234375E+01
-2.880859375E+01,-4.736328125E+01,-4.541015625E+01,-2.34375E+01
-4.00390625E+01,-5.712890625E+01,-4.19921875E+01,-1.611328125E+01
-4.1015625E+01,-3.7109375E+01,-3.7109375E+01,-8.7890625E+00
-3.564453125E+01,-3.125E+01,-3.90625E+01,-1.318359375E+01
-3.955078125E+01,-2.490234375E+01,-3.22265625E+01,-1.708984375E+01
-4.8828125E+01,-1.953125E+01,-2.44140625E+01,-2.978515625E+01
-4.19921875E+01,-2.34375E+01,-2.83203125E+01,-3.41796875E+01
-2.783203125E+01,-3.076171875E+01,-3.271484375E+01,-2.978515625E+01
-2.490234375E+01,-3.3203125E+01,-2.880859375E+01,-3.173828125E+01
-2.685546875E+01,-3.076171875E+01,-2.5390625E+01,-2.9296875E+01
-1.904296875E+01,-3.125E+01,-2.63671875E+01,-2.1484375E+01
-2.34375E+01,-3.173828125E+01,-2.734375E+01,-3.173828125E+01
-3.173828125E+01,-3.90625E+01,-3.41796875E+01,-4.39453125E+01
-3.369140625E+01,-4.345703125E+01,-3.955078125E+01,-4.248046875E+01
-3.759765625E+01,-3.515625E+01,-3.125E+01,-4.58984375E+01
-2.978515625E+01,-3.271484375E+01,-2.197265625E+01,-3.564453125E+01
-2.587890625E+01,-3.515625E+01,-2.24609375E+01,-2.83203125E+01
-3.125E+01,-2.5390625E+01,-2.587890625E+01,-3.7109375E+01
-3.369140625E+01,-1.611328125E+01,-2.392578125E+01,-3.90625E+01
-3.515625E+01,-2.34375E+01,-3.61328125E+01,-4.1015625E+01
-4.1015625E+01,-2.880859375E+01,-3.7109375E+01,-2.9296875E+01
-4.8828125E+01,-2.685546875E+01,-2.978515625E+01,-2.001953125E+01
-5.224609375E+01,-2.783203125E+01,-3.564453125E+01,-3.02734375E+01
-4.150390625E+01,-3.22265625E+01,-2.83203125E+01,-4.00390625E+01
-2.587890625E+01,-2.734375E+01,-3.3203125E+01,-3.90625E+01
-3.3203125E+01,-3.02734375E+01,-4.150390625E+01,-4.19921875E+01
-5.078125E+01,-3.173828125E+01,-3.564453125E+01,-5.56640625E+01
-4.931640625E+01,-2.05078125E+01,-3.125E+01,-5.419921875E+01
-4.296875E+01,-1.953125E+01,-2.24609375E+01,-3.857421875E+01
-4.248046875E+01,-3.22265625E+01,-3.125E+01,-2.44140625E+01
-2.9296875E+01,-3.7109375E+01,-3.02734375E+01,-8.30078125E+00
-2.490234375E+01,-2.5390625E+01,-3.759765625E+01,-1.953125E+01
-3.515625E+01,-2.1484375E+01,-3.90625E+01,-5.029296875E+01
-3.90625E+01,-2.783203125E+01,-1.708984375E+01,-5.712890625E+01
-4.00390625E+01,-2.5390625E+01,-1.85546875E+01,-5.615234375E+01
-3.955078125E+01,-2.63671875E+01,-3.02734375E+01,-6.005859375E+01
-4.58984375E+01,-2.5390625E+01,-3.271484375E+01,-6.0546875E+01
-4.00390625E+01,-3.22265625E+01,-2.783203125E+01,-5.517578125E+01
